seg,t,x,y,z,curvature,climb_rate,climb_angle_deg
0,0.0,0.0,3.0,0.325,-0.5229967139805536,0.46500000000000286,2.8104149731626857
0,0.0067114093959731,-0.0622261429327431,2.986985011819644,0.3281208053691275,-0.510391785811549,0.46499999999999986,2.8021561141060496
0,0.0134228187919463,-0.1243987539453726,2.971955976417167,0.33124161073825503,-0.4987683185627209,0.4649999999999963,2.785489082990558
0,0.0201342281879194,-0.1864428413753826,2.9549346591716787,0.33436241610738254,-0.4880683266972248,0.46499999999999986,2.769759695056995
0,0.0268456375838926,-0.2482853067283087,2.935943761974055,0.33748322147651005,-0.4782328730009186,0.46499999999999986,2.7549256792599954
0,0.0335570469798657,-0.3098549301664934,2.9150069041999385,0.34060402684563756,-0.4692031868482177,0.4650000000000034,2.74094313109811
0,0.0402684563758389,-0.3710823559978629,2.892148603682733,0.34372483221476513,-0.4609214917782384,0.4649999999999963,2.7277671491981206
0,0.046979865771812,-0.4319000781646931,2.867394257686599,0.3468456375838926,-0.4533316014424174,0.46500000000000696,2.71535235382599
0,0.0536912751677852,-0.492242425732381,2.8407701238794507,0.34996644295302015,-0.4463793334485501,0.46499999999999986,2.7036533091821844
0,0.0604026845637583,-0.5520455483782143,2.812303301305953,0.3530872483221476,-0.4400127820106352,0.4649999999999963,2.6926248676184135
0,0.0671140939597315,-0.6112474018801423,2.782021711360516,0.3562080536912752,-0.4341824827648117,0.46499999999999986,2.6822224507292067
0,0.0738255033557047,-0.6697877336055456,2.74995407876029,0.3593288590604027,-0.4288414966432123,0.4650000000000034,2.6724022795828257
0,0.0805369127516778,-0.7276080680000067,2.716129912518165,0.3624496644295302,-0.4239454342479686,0.46499999999999986,2.663121564082838
0,0.087248322147651,-0.7846516920760799,2.680579486915766,0.3655704697986577,-0.4194524376364071,0.4649999999999963,2.6543386595442002
0,0.0939597315436241,-0.8408636409020613,2.6433338224764453,0.3686912751677852,-0.4153231327003779,0.4650000000000034,2.646013196973007
0,0.1006711409395973,-0.8961906830907599,2.604424666938283,0.3718120805369127,-0.4115205622817313,0.46499999999999986,2.638106192206203
0,0.1073825503355704,-0.9505813062882672,2.5638844762270807,0.37493288590604024,-0.4080101077038654,0.4650000000000034,2.630580137961788
0,0.1140939597315436,-1.0039857026627257,2.52174639542936,0.3780536912751678,-0.4047594044191387,0.46499999999999986,2.62339908193022
0,0.1208053691275167,-1.0563557543931026,2.478044239765355,0.38117449664429526,-0.4017382558897542,0.46500000000000696,2.616528693285096
